NUTS_3;LAU1_NAT_CODE;LAU2_NAT_CODE;CHANGE;NAME_1;NAME_2_LAT;POP;AREA
PT11E;0408;040830;30/09/2013;Uni?o das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;Uni?o das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;3887;103215800
PT11E;0408;040831;30/09/2013;Uni?o das freguesias de Remondes e Soutelo;Uni?o das freguesias de Remondes e Soutelo;341;36484600
PT11E;0408;040832;30/09/2013;Uni?o das freguesias de Vilarinho dos Galegos e Ventozelo;Uni?o das freguesias de Vilarinho dos Galegos e Ventozelo;336;48736100
PT11D;0409;040901;no;Açoreira;Açoreira;524;23980300
PT11D;0409;040903;no;Cabeça Boa;Cabeça Boa;428;26371900
PT11D;0409;040905;no;Carviçais;Carviçais;757;62999500
PT11D;0409;040906;no;Castedo;Castedo;236;17936200
PT11D;0409;040909;no;Horta da Vilariça;Horta da Vilariça;310;16421500
PT11D;0409;040910;no;Larinho;Larinho;365;29486100
PT11D;0409;040911;no;Lousa;Lousa;358;33937400
PT11D;0409;040913;no;Mós;Mós;246;59125900
PT11D;0409;040916;no;Torre de Moncorvo;Torre de Moncorvo;2891;36083600
PT11D;0409;040918;30/09/2013;Uni?o das freguesias de Adeganha e Cardanha;Uni?o das freguesias de Adeganha e Cardanha;574;64457900
PT11D;0409;040919;30/09/2013;Uni?o das freguesias de Felgar e Souto da Velha;Uni?o das freguesias de Felgar e Souto da Velha;1047;46931900
PT11D;0409;040920;30/09/2013;Uni?o das freguesias de Felgueiras e Maçores;Uni?o das freguesias de Felgueiras e Maçores;460;38929900
PT11D;0409;040921;30/09/2013;Uni?o das freguesias de Urrós e Peredo dos Castelhanos;Uni?o das freguesias de Urrós e Peredo dos Castelhanos;376;74894700
PT11E;0410;041002;no;Benlhevai;Benlhevai;234;11351100
PT11E;0410;041005;no;Freixiel;Freixiel;640;34737800
PT11E;0410;041009;no;Roios;Roios;150;15302700
PT11E;0410;041010;no;Sam?es;Sam?es;338;13477400
PT11E;0410;041011;no;Sampaio;Sampaio;159;8621800
PT11E;0410;041012;no;Santa Comba de Vilariça;Santa Comba de Vilariça;407;12186100
PT11E;0410;041013;no;Seixo de Manhoses;Seixo de Manhoses;469;9031700
PT11E;0410;041014;no;Trindade;Trindade;162;14981900
PT11E;0410;041015;no;Vale Frechoso;Vale Frechoso;189;19301200
PT11E;0410;041020;30/09/2013;Uni?o das freguesias de Assares e Lod?es;Uni?o das freguesias de Assares e Lod?es;241;14264800
PT11E;0410;041021;30/09/2013;Uni?o das freguesias de Candoso e Carvalho de Egas;Uni?o das freguesias de Candoso e Carvalho de Egas;272;10024900
PT11E;0410;041022;30/09/2013;Uni?o das freguesias de Valtorno e Mour?o;Uni?o das freguesias de Valtorno e Mour?o;364;19309100
PT11E;0410;041023;30/09/2013;Uni?o das freguesias de Vila Flor e Nabo;Uni?o das freguesias de Vila Flor e Nabo;2413;40257200
PT11E;0410;041024;30/09/2013;Uni?o das freguesias de Vilas Boas e Vilarinho das Azenhas;Uni?o das freguesias de Vilas Boas e Vilarinho das Azenhas;659;42963800
PT11E;0411;041103;no;Argozelo;Argozelo;701;29526700
PT11E;0411;041107;no;Carç?o;Carç?o;419;27338700
PT11E;0411;041108;no;Matela;Matela;228;44523100
PT11E;0411;041109;no;Pinelo;Pinelo;222;32994400
PT11E;0411;041110;no;Santulh?o;Santulh?o;423;49377400
PT11E;0411;041113;no;Vilar Seco;Vilar Seco;181;23415800
PT11E;0411;041114;no;Vimioso;Vimioso;1285;55343100
PT11E;0411;041115;30/09/2013;Uni?o das freguesias de Algoso, Campo de Víboras e Uva;Uni?o das freguesias de Algoso, Campo de Víboras e Uva;567;96531700
PT11E;0411;041116;30/09/2013;Uni?o das freguesias de Caçarelhos e Angueira;Uni?o das freguesias de Caçarelhos e Angueira;335;53155800
PT11E;0411;041117;30/09/2013;Uni?o das freguesias de Vale de Frades e Avelanoso;Uni?o das freguesias de Vale de Frades e Avelanoso;308;69378500
PT11E;0412;041201;no;Agroch?o;Agroch?o;280;17485200
PT11E;0412;041203;no;Candedo;Candedo;331;21439000
PT11E;0412;041204;no;Celas;Celas;269;37883800
PT11E;0412;041206;no;Edral;Edral;198;26162400
PT11E;0412;041207;no;Edrosa;Edrosa;151;21811300
PT11E;0412;041208;no;Ervedosa;Ervedosa;376;30153800
PT11E;0412;041215;no;Paçó;Paçó;191;16668100
PT11E;0412;041216;no;Penhas Juntas;Penhas Juntas;255;26353300
PT11E;0412;041219;no;Rebordelo;Rebordelo;618;21065500
PT11E;0412;041221;no;Santalha;Santalha;254;29035400
PT11E;0412;041226;no;Tuizelo;Tuizelo;387;31353000
PT11E;0412;041227;no;Vale das Fontes;Vale das Fontes;347;17761200
PT11E;0412;041229;no;Vila Boa de Ousilh?o;Vila Boa de Ousilh?o;184;8278500
PT11E;0412;041230;no;Vila Verde;Vila Verde;186;14884500
PT11E;0412;041232;no;Vilar de Ossos;Vilar de Ossos;269;17701900
PT11E;0412;041233;no;Vilar de Peregrinos;Vilar de Peregrinos;155;15993000
PT11E;0412;041234;no;Vilar Seco de Lomba;Vilar Seco de Lomba;235;22322700
PT11E;0412;041235;no;Vinhais;Vinhais;2245;32013300
PT11E;0412;041236;30/09/2013;Uni?o das freguesias de Curopos e Vale de Janeiro;Uni?o das freguesias de Curopos e Vale de Janeiro;313;36204400
PT11E;0412;041237;30/09/2013;Uni?o das freguesias de Moimenta e Montouto;Uni?o das freguesias de Moimenta e Montouto;278;43365600
PT11E;0412;041238;30/09/2013;Uni?o das freguesias de Nunes e Ousilh?o;Uni?o das freguesias de Nunes e Ousilh?o;257;21494800
PT11E;0412;041239;30/09/2013;Uni?o das freguesias de Quirás e Pinheiro Novo;Uni?o das freguesias de Quirás e Pinheiro Novo;286;59190000
PT11E;0412;041240;30/09/2013;Uni?o das freguesias de Sobreiro de Baixo e Alvaredos;Uni?o das freguesias de Sobreiro de Baixo e Alvaredos;369;26787600
PT11E;0412;041241;30/09/2013;Uni?o das freguesias de Soeira, Fresulfe e Mofreita;Uni?o das freguesias de Soeira, Fresulfe e Mofreita;224;46672100
PT11E;0412;041242;30/09/2013;Uni?o das freguesias de Travanca e Santa Cruz;Uni?o das freguesias de Travanca e Santa Cruz;171;23201700
PT11E;0412;041243;30/09/2013;Uni?o das freguesias de Vilar de Lomba e S?o Jomil;Uni?o das freguesias de Vilar de Lomba e S?o Jomil;237;29482100
PT16J;0501;050102;no;Caria;Caria;1921;39028100
PT16J;0501;050104;no;Inguias;Inguias;670;23204900
PT16J;0501;050105;no;Maçainhas;Maçainhas;356;18206500
PT16J;0501;050106;30/09/2013;Uni?o das freguesias de Belmonte e Colmeal da Torre;Uni?o das freguesias de Belmonte e Colmeal da Torre;3912;38319600
PT16H;0502;050201;no;Alcains;Alcains;5022;36944700
PT16H;0502;050202;no;Almaceda;Almaceda;677;72192700
PT16H;0502;050203;no;Benquerenças;Benquerenças;720;61031400
PT16H;0502;050205;no;Castelo Branco;Castelo Branco;35242;170262400
PT16H;0502;050211;no;Lardosa;Lardosa;961;44471400
PT16H;0502;050212;no;Louriçal do Campo;Louriçal do Campo;636;22305600
PT16H;0502;050214;no;Malpica do Tejo;Malpica do Tejo;517;246022200
PT16H;0502;050216;no;Monforte da Beira;Monforte da Beira;378;120354600
PT16H;0502;050220;no;Salgueiro do Campo;Salgueiro do Campo;891;30338600
PT16H;0502;050221;no;Santo André das Tojeiras;Santo André das Tojeiras;747;74874100
PT16H;0502;050222;no;S?o Vicente da Beira;S?o Vicente da Beira;1259;100002600
PT16H;0502;050223;no;Sarzedas;Sarzedas;1335;172049000
PT16H;0502;050225;no;Tinalhas;Tinalhas;585;16194900
PT16H;0502;050226;30/09/2013;Uni?o das freguesias de Cebolais de Cima e Retaxo;Uni?o das freguesias de Cebolais de Cima e Retaxo;1869;25126100
PT16H;0502;050227;30/09/2013;Uni?o das freguesias de Escalos de Baixo e Mata;Uni?o das freguesias de Escalos de Baixo e Mata;1216;70076500
PT16H;0502;050228;30/09/2013;Uni?o das freguesias de Escalos de Cima e Lousa;Uni?o das freguesias de Escalos de Cima e Lousa;1559;51235500
PT16H;0502;050229;30/09/2013;Uni?o das freguesias de Freixial e Juncal do Campo;Uni?o das freguesias de Freixial e Juncal do Campo;823;40667600
PT16H;0502;050230;30/09/2013;Uni?o das freguesias de Ninho do Açor e Sobral do Campo;Uni?o das freguesias de Ninho do Açor e Sobral do Campo;746;42969200
PT16H;0502;050231;30/09/2013;Uni?o das freguesias de Póvoa de Rio de Moinhos e Cafede;Uni?o das freguesias de Póvoa de Rio de Moinhos e Cafede;926;41072500
PT16J;0503;050302;no;Aldeia de S?o Francisco de Assis;Aldeia de S?o Francisco de Assis;632;16078400
PT16J;0503;050305;no;Boidobra;Boidobra;3246;16260000
PT16J;0503;050308;no;Cortes do Meio;Cortes do Meio;884;47402300
PT16J;0503;050309;no;Dominguizo;Dominguizo;1119;4949000
PT16J;0503;050310;no;Erada;Erada;709;43395200
PT16J;0503;050311;no;Ferro;Ferro;1700;30759100
PT16J;0503;050312;no;Orjais;Orjais;806;18897800
PT16J;0503;050314;no;Paul;Paul;1624;23992100
PT16J;0503;050315;no;Peraboa;Peraboa;953;27201200
PT16J;0503;050318;no;S?o Jorge da Beira;S?o Jorge da Beira;633;23050800
PT16J;0503;050322;no;Sobral de S?o Miguel;Sobral de S?o Miguel;418;23935200
PT16J;0503;050324;no;Tortosendo;Tortosendo;5624;17750600
PT16J;0503;050325;no;Unhais da Serra;Unhais da Serra;1398;29930800
PT16J;0503;050327;no;Verdelhos;Verdelhos;664;36492600
PT16J;0503;050332;30/09/2013;Uni?o das freguesias de Barco e Coutada;Uni?o das freguesias de Barco e Coutada;879;24025500
PT16J;0503;050333;30/09/2013;Uni?o das freguesias de Cantar-Galo e Vila do Carvalho;Uni?o das freguesias de Cantar-Galo e Vila do Carvalho;3974;15800600
PT16J;0503;050334;30/09/2013;Uni?o das freguesias de Casegas e Ourondo;Uni?o das freguesias de Casegas e Ourondo;797;48246600
PT16J;0503;050335;30/09/2013;Uni?o das freguesias de Covilh? e Canhoso;Uni?o das freguesias de Covilh? e Canhoso;19022;25949500
PT16J;0503;050336;30/09/2013;Uni?o das freguesias de Peso e Vales do Rio;Uni?o das freguesias de Peso e Vales do Rio;1411;15889700
PT16J;0503;050337;30/09/2013;Uni?o das freguesias de Teixoso e Sarzedo;Uni?o das freguesias de Teixoso e Sarzedo;4490;46693300
PT16J;0503;050338;30/09/2013;Uni?o das freguesias de Vale Formoso e Aldeia do Souto;Uni?o das freguesias de Vale Formoso e Aldeia do Souto;814;18900200
PT16J;0504;050401;no;Alcaide;Alcaide;616;16715100
PT16J;0504;050402;no;Alcaria;Alcaria;1180;21481400
PT16J;0504;050403;no;Alcongosta;Alcongosta;497;7310500
PT16J;0504;050406;no;Alpedrinha;Alpedrinha;1087;16186900
PT16J;0504;050408;no;Barroca;Barroca;496;23098700
PT16J;0504;050410;no;Bogas de Cima;Bogas de Cima;347;31242900
PT16J;0504;050411;no;Capinha;Capinha;494;39635800
PT16J;0504;050412;no;Castelejo;Castelejo;656;29518200
PT16J;0504;050413;no;Castelo Novo;Castelo Novo;406;40510900
PT16J;0504;050416;no;Fatela;Fatela;564;11265700
PT16J;0504;050419;no;Lavacolhos;Lavacolhos;236;19865300
PT16J;0504;050420;no;Orca;Orca;650;54983200
PT16J;0504;050421;no;P?ro Viseu;P?ro Viseu;728;19200800
PT16J;0504;050424;no;Silvares;Silvares;968;20245300
PT16J;0504;050425;no;Soalheira;Soalheira;891;12422900
PT16J;0504;050426;no;Souto da Casa;Souto da Casa;807;29369400
PT16J;0504;050427;no;Telhado;Telhado;618;17641500
PT16J;0504;050431;no;Enxames;Enxames;520;22483900
PT16J;0504;050432;30/09/2013;Tr?s Povos;Tr?s Povos;914;65956800
PT16J;0504;050433;30/09/2013;Uni?o das freguesias de Janeiro de Cima e Bogas de Baixo;Uni?o das freguesias de Janeiro de Cima e Bogas de Baixo;500;46360900
PT16J;0504;050434;30/09/2013;Uni?o das freguesias de Fund?o, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;Uni?o das freguesias de Fund?o, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;13434;57831400
PT16J;0504;050435;30/09/2013;Uni?o das freguesias de Póvoa de Atalaia e Atalaia do Campo;Uni?o das freguesias de Póvoa de Atalaia e Atalaia do Campo;1188;24181600
PT16J;0504;050436;30/09/2013;Uni?o das freguesias de Vale de Prazeres e Mata da Rainha;Uni?o das freguesias de Vale de Prazeres e Mata da Rainha;1416;72689000
PT16H;0505;050502;no;Aldeia de Santa Margarida;Aldeia de Santa Margarida;292;13621800
PT16H;0505;050505;no;Ladoeiro;Ladoeiro;1290;63284600
PT16H;0505;050506;no;Medelim;Medelim;272;30474200
PT16H;0505;050509;no;Oledo;Oledo;355;27665200
PT16H;0505;050510;no;Penha Garcia;Penha Garcia;748;128417900
PT16H;0505;050511;no;Proença-a-Velha;Proença-a-Velha;224;58001700
PT16H;0505;050512;no;Rosmaninhal;Rosmaninhal;537;266587800
PT16H;0505;050514;no;S?o Miguel de Acha;S?o Miguel de Acha;560;41260800
PT16H;0505;050516;no;Toul?es;Toul?es;237;36727900
PT16H;0505;050518;30/09/2013;Uni?o das freguesias de Idanha-a-Nova e Alcafozes;Uni?o das freguesias de Idanha-a-Nova e Alcafozes;2554;284781900
PT16H;0505;050519;30/09/2013;Uni?o das freguesias de Monfortinho e Salvaterra do Extremo;Uni?o das freguesias de Monfortinho e Salvaterra do Extremo;706;135387000
PT16H;0505;050520;30/09/2013;Uni?o das freguesias de Monsanto e Idanha-a-Velha;Uni?o das freguesias de Monsanto e Idanha-a-Velha;892;152730500
PT16H;0505;050521;30/09/2013;Uni?o das freguesias de Zebreira e Segura;Uni?o das freguesias de Zebreira e Segura;1049;177393800
PT16H;0506;050601;no;Álvaro;Álvaro;237;29408400
PT16H;0506;050603;no;Cambas;Cambas;309;48538400
PT16H;0506;050605;no;Isna;Isna;209;27941000
PT16H;0506;050606;no;Madeir?;Madeir?;171;26874300
PT16H;0506;050607;no;Mosteiro;Mosteiro;307;17695400
PT16H;0506;050609;no;Orvalho;Orvalho;678;33311300
PT16H;0506;050610;no;Sarnadas de S?o Sim?o;Sarnadas de S?o Sim?o;217;31003300
PT16H;0506;050611;no;Sobral;Sobral;160;19163900
PT16H;0506;050613;30/09/2013;Estreito-Vilar Barroco;Estreito-Vilar Barroco;1011;93512900
PT16H;0506;050614;30/09/2013;Oleiros-Amieira;Oleiros-Amieira;2422;143644200
PT16H;0507;050704;no;Aranhas;Aranhas;353;5476700
PT16H;0507;050706;no;Benquerença;Benquerença;575;28601500
PT16H;0507;050707;no;Meim?o;Meim?o;280;33116800
PT16H;0507;050708;no;Meimoa;Meimoa;373;28795400
PT16H;0507;050710;no;Penamacor;Penamacor;1577;373498600
PT16H;0507;050711;no;Salvador;Salvador;476;10486800
PT16H;0507;050712;no;Vale da Senhora da Póvoa;Vale da Senhora da Póvoa;257;19312300
PT16H;0507;050713;30/09/2013;Uni?o das freguesias de Aldeia do Bispo, Águas e Aldeia de Jo?o Pires;Uni?o das freguesias de Aldeia do Bispo, Águas e Aldeia de Jo?o Pires;1171;32709800
PT16H;0507;050714;30/09/2013;Uni?o das freguesias de Pedróg?o de S?o Pedro e Bemposta;Uni?o das freguesias de Pedróg?o de S?o Pedro e Bemposta;620;31709100
PT16H;0508;050802;no;Montes da Senhora;Montes da Senhora;748;36730400
PT16H;0508;050805;no;S?o Pedro do Esteval;S?o Pedro do Esteval;527;68499000
PT16H;0508;050807;30/09/2013;Uni?o das freguesias de Proença-a-Nova e Peral;Uni?o das freguesias de Proença-a-Nova e Peral;4969;171513700
PT16H;0508;050808;30/09/2013;Uni?o das freguesias de Sobreira Formosa e Alvito da Beira;Uni?o das freguesias de Sobreira Formosa e Alvito da Beira;2070;118656500
PT16I;0509;050901;no;Cabeçudo;Cabeçudo;957;10393800
PT16I;0509;050902;no;Carvalhal;Carvalhal;465;10020200
PT16I;0509;050903;no;Castelo;Castelo;1046;24574300
PT16I;0509;050911;no;Pedróg?o Pequeno;Pedróg?o Pequeno;753;36856900
PT16I;0509;050912;no;Sert?;Sert?;6196;80947500
PT16I;0509;050913;no;Troviscal;Troviscal;864;53370700
PT16I;0509;050914;no;Várzea dos Cavaleiros;Várzea dos Cavaleiros;820;34506400
PT16I;0509;050915;30/09/2013;Uni?o das freguesias de Cernache do Bonjardim, Nesperal e Palhais;Uni?o das freguesias de Cernache do Bonjardim, Nesperal e Palhais;3625;101586800
PT16I;0509;050916;30/09/2013;Uni?o das freguesias de Cumeada e Marmeleiro;Uni?o das freguesias de Cumeada e Marmeleiro;731;51732800
PT16I;0509;050917;30/09/2013;Uni?o das freguesias de Ermida e Figueiredo;Uni?o das freguesias de Ermida e Figueiredo;423;42742200
PT16I;0510;051001;no;Fundada;Fundada;638;36544300
PT16I;0510;051002;no;S?o Jo?o do Peso;S?o Jo?o do Peso;204;13050700
PT16I;0510;051003;no;Vila de Rei;Vila de Rei;2610;141950900
PT16H;0511;051101;no;Fratel;Fratel;608;97843800
PT16H;0511;051102;no;Perais;Perais;510;81951500
PT16H;0511;051103;no;Sarnadas de Ród?o;Sarnadas de Ród?o;637;59675400
PT16H;0511;051104;no;Vila Velha de Ród?o;Vila Velha de Ród?o;1766;90440900
PT16E;0601;060102;no;Arganil;Arganil;4002;34110100
PT16E;0601;060104;no;Benfeita;Benfeita;394;21769500
PT16E;0601;060105;no;Celavisa;Celavisa;182;15271900
PT16E;0601;060109;no;Folques;Folques;356;18356300
PT16E;0601;060111;no;Piód?o;Piód?o;178;36570200
PT16E;0601;060112;no;Pomares;Pomares;513;31517100
PT16E;0601;060113;no;Pombeiro da Beira;Pombeiro da Beira;1010;32649000
PT16E;0601;060114;no;S?o Martinho da Cortiça;S?o Martinho da Cortiça;1319;31542200
PT16E;0601;060115;no;Sarzedo;Sarzedo;685;11555500
PT16E;0601;060116;no;Secarias;Secarias;430;6940700
PT16E;0601;060119;30/09/2013;Uni?o das freguesias de Cepos e Teixeira;Uni?o das freguesias de Cepos e Teixeira;270;32711000
PT16E;0601;060120;30/09/2013;Uni?o das freguesias de Cerdeira e Moura da Serra;Uni?o das freguesias de Cerdeira e Moura da Serra;439;18423800
PT16E;0601;060121;30/09/2013;Uni?o das freguesias de Côja e Barril de Alva;Uni?o das freguesias de Côja e Barril de Alva;1708;24296300
PT16E;0601;060122;30/09/2013;Uni?o das freguesias de Vila Cova de Alva e Anseriz;Uni?o das freguesias de Vila Cova de Alva e Anseriz;659;17125800
PT16E;0602;060201;no;Anç?;Anç?;2625;18095800
PT16E;0602;060203;no;Cadima;Cadima;2963;26991300
PT16E;0602;060205;no;Cordinh?;Cordinh?;1034;9916900
PT16E;0602;060207;no;Febres;Febres;3352;22941800
PT16E;0602;060208;no;Murtede;Murtede;1431;20166700
PT16E;0602;060209;no;Ourent?;Ourent?;1208;18355200
PT16E;0602;060214;no;Tocha;Tocha;3992;78439500
PT16E;0602;060215;no;S?o Caetano;S?o Caetano;801;19038100
PT16E;0602;060218;no;Sanguinheira;Sanguinheira;1901;26604700
PT16E;0602;060220;30/09/2013;Uni?o das freguesias de Cantanhede e Pocariça;Uni?o das freguesias de Cantanhede e Pocariça;8839;54090000
PT16E;0602;060221;30/09/2013;Uni?o das freguesias de Cov?es e Camarneira;Uni?o das freguesias de Cov?es e Camarneira;2979;36859400
PT16E;0602;060222;30/09/2013;Uni?o das freguesias de Portunhos e Outil;Uni?o das freguesias de Portunhos e Outil;2045;30721500
PT16E;0602;060223;30/09/2013;Uni?o das freguesias de Sepins e Bolho;Uni?o das freguesias de Sepins e Bolho;1924;17613600
PT16E;0602;060224;30/09/2013;Uni?o das freguesias de Vilamar e Corticeiro de Cima;Uni?o das freguesias de Vilamar e Corticeiro de Cima;1501;11045800
PT16E;0603;060301;no;Almalagu?s;Almalagu?s;3111;23163900
PT16E;0603;060309;no;Brasfemes;Brasfemes;1969;9177900
PT16E;0603;060311;no;Ceira;Ceira;3701;12424900
PT16E;0603;060312;no;Cernache;Cernache;4048;19165200
PT16E;0603;060318;no;Santo António dos Olivais;Santo António dos Olivais;38936;19273300
PT16E;0603;060320;no;S?o Jo?o do Campo;S?o Jo?o do Campo;2073;7919500
PT16E;0603;060324;no;S?o Silvestre;S?o Silvestre;3122;10273400
PT16E;0603;060329;no;Torres do Mondego;Torres do Mondego;2402;16662900
PT16E;0603;060332;30/09/2013;Uni?o das freguesias de Antuzede e Vil de Matos;Uni?o das freguesias de Antuzede e Vil de Matos;3146;17623900
PT16E;0603;060333;30/09/2013;Uni?o das freguesias de Assafarge e Antanhol;Uni?o das freguesias de Assafarge e Antanhol;5302;19511300
PT16E;0603;060334;30/09/2013;Uni?o das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e S?o Bartolomeu);Uni?o das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e S?o Bartolomeu);13971;8334800
PT16E;0603;060335;30/09/2013;Uni?o das freguesias de Eiras e S?o Paulo de Frades;Uni?o das freguesias de Eiras e S?o Paulo de Frades;17921;24777100
PT16E;0603;060336;30/09/2013;Uni?o das freguesias de Santa Clara e Castelo Viegas;Uni?o das freguesias de Santa Clara e Castelo Viegas;11624;17627700
PT16E;0603;060337;30/09/2013;Uni?o das freguesias de S?o Martinho de Árvore e Lamarosa;Uni?o das freguesias de S?o Martinho de Árvore e Lamarosa;3102;20881700
PT16E;0603;060338;30/09/2013;Uni?o das freguesias de S?o Martinho do Bispo e Ribeira de Frades;Uni?o das freguesias de S?o Martinho do Bispo e Ribeira de Frades;16049;24677400
PT16E;0603;060339;30/09/2013;Uni?o das freguesias de Souselas e Bot?o;Uni?o das freguesias de Souselas e Bot?o;4680;33007000
PT16E;0603;060340;30/09/2013;Uni?o das freguesias de Taveiro, Ameal e Arzila;Uni?o das freguesias de Taveiro, Ameal e Arzila;4285;24339600
PT16E;0603;060341;30/09/2013;Uni?o das freguesias de Trouxemil e Torre de Vilela;Uni?o das freguesias de Trouxemil e Torre de Vilela;3954;10557800
PT16E;0604;060401;no;Anobra;Anobra;1316;16382900
PT16E;0604;060406;no;Ega;Ega;2835;32550600
PT16E;0604;060407;no;Furadouro;Furadouro;206;14412200
PT16E;0604;060410;no;Zambujal;Zambujal;402;18418000
PT16E;0604;060411;30/09/2013;Uni?o das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;Uni?o das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;8608;27653600
PT16E;0604;060412;30/09/2013;Uni?o das freguesias de Sebal e Belide;Uni?o das freguesias de Sebal e Belide;2723;12986100
PT16E;0604;060413;30/09/2013;Uni?o das freguesias de Vila Seca e Bem da Fé;Uni?o das freguesias de Vila Seca e Bem da Fé;988;16271400
PT16E;0605;060502;no;Alqueid?o;Alqueid?o;1752;19664800
PT16E;0605;060507;30/09/2013;Maiorca;Maiorca;2703;25135500
PT16E;0605;060508;no;Marinha das Ondas;Marinha das Ondas;3179;27412200
PT16E;0605;060512;30/09/2013;Tavarede;Tavarede;9441;10713600
PT16E;0605;060513;30/09/2013;Vila Verde;Vila Verde;2898;17292400
PT16E;0605;060514;no;S?o Pedro;S?o Pedro;2910;7005200
PT16E;0605;060515;no;Bom Sucesso;Bom Sucesso;2133;60361700
PT16E;0605;060518;30/09/2013;Moinhos da Gândara;Moinhos da Gândara;1265;10744300
PT16E;0605;060519;30/09/2013;Alhadas;Alhadas;4757;31844400
PT16E;0605;060520;30/09/2013;Buarcos;Buarcos;18454;15530400
PT16E;0605;060521;30/09/2013;Ferreira-a-Nova;Ferreira-a-Nova;2477;27830900
PT16E;0605;060522;30/09/2013;Lavos;Lavos;3999;42023600
PT16E;0605;060523;30/09/2013;Pai?o;Pai?o;3115;31187100
PT16E;0605;060524;30/09/2013;Quiaios;Quiaios;3042;52306500
PT16E;0606;060601;no;Alvares;Alvares;812;100573300
PT16E;0606;060604;no;Góis;Góis;2171;72871000
PT16E;0606;060605;30/09/2013;Vila Nova do Ceira;Vila Nova do Ceira;929;19701200
PT16E;0606;060606;30/09/2013;Uni?o das freguesias de Cadafaz e Colmeal;Uni?o das freguesias de Cadafaz e Colmeal;348;70156300
PT16E;0607;060704;no;Serpins;Serpins;1802;36122000
PT16E;0607;060706;no;Gândaras;Gândaras;1308;10040500
PT16E;0607;060707;30/09/2013;Uni?o das freguesias de Foz de Arouce e Casal de Ermio;Uni?o das freguesias de Foz de Arouce e Casal de Ermio;1438;19835300
PT16E;0607;060708;30/09/2013;Uni?o das freguesias de Lous? e Vilarinho;Uni?o das freguesias de Lous? e Vilarinho;13056;72402300
PT16E;0608;060801;no;Mira;Mira;7367;63143200
PT16E;0608;060802;no;Seixo;Seixo;1234;16231000
PT16E;0608;060803;no;Carapelhos;Carapelhos;717;4381200
PT16E;0608;060804;no;Praia de Mira;Praia de Mira;3147;40278500
PT16E;0609;060901;no;Lamas;Lamas;838;15660400
PT16E;0609;060902;no;Miranda do Corvo;Miranda do Corvo;7614;46519600
PT16E;0609;060905;no;Vila Nova;Vila Nova;970;26895400
PT16E;0609;060906;30/09/2013;Uni?o das freguesias de Semide e Rio Vide;Uni?o das freguesias de Semide e Rio Vide;3676;37302500
PT16E;0610;061002;no;Arazede;Arazede;5508;53447000
PT16E;0610;061003;no;Carapinheira;Carapinheira;2898;15900300
PT16E;0610;061005;no;Liceia;Liceia;1254;12690400
PT16E;0610;061006;no;Me?s do Campo;Me?s do Campo;1853;9743800
PT16E;0610;061008;no;Pereira;Pereira;3265;12339800
PT16E;0610;061009;no;Santo Var?o;Santo Var?o;1969;11846700
PT16E;0610;061010;no;Seixo de Gat?es;Seixo de Gat?es;1449;10898900
PT16E;0610;061011;no;Tentúgal;Tentúgal;2141;34291800
PT16E;0610;061014;no;Ereira;Ereira;649;7246300
PT16E;0610;061015;30/09/2013;Uni?o das freguesias de Abrunheira, Verride e Vila Nova da Barca;Uni?o das freguesias de Abrunheira, Verride e Vila Nova da Barca;1515;29500200
PT16E;0610;061016;30/09/2013;Uni?o das freguesias de Montemor-o-Velho e Gat?es;Uni?o das freguesias de Montemor-o-Velho e Gat?es;3670;31056900
PT16E;0611;061101;no;Aldeia das Dez;Aldeia das Dez;531;18694900
PT16E;0611;061102;no;Alvoco das Várzeas;Alvoco das Várzeas;320;11623000
PT16E;0611;061103;no;Avô;Avô;595;7172000
PT16E;0611;061104;no;Bobadela;Bobadela;759;5679600
PT16E;0611;061106;no;Lagares;Lagares;1398;13189600
PT16E;0611;061109;no;Lourosa;Lourosa;555;13935300
PT16E;0611;061110;no;Meruge;Meruge;555;7247000
PT16E;0611;061111;no;Nogueira do Cravo;Nogueira do Cravo;2309;14983600
PT16E;0611;061115;no;S?o Gi?o;S?o Gi?o;425;14549200
PT16E;0611;061118;no;Seixo da Beira;Seixo da Beira;1600;33729200
PT16E;0611;061119;no;Travanca de Lagos;Travanca de Lagos;1296;15826700
PT16E;0611;061122;30/09/2013;Uni?o das freguesias de Ervedal e Vila Franca da Beira;Uni?o das freguesias de Ervedal e Vila Franca da Beira;1394;28779500
PT16E;0611;061123;30/09/2013;Uni?o das freguesias de Lagos da Beira e Lajeosa;Uni?o das freguesias de Lagos da Beira e Lajeosa;1335;13511900
PT16E;0611;061124;30/09/2013;Uni?o das freguesias de Oliveira do Hospital e S?o Paio de Gramaços;Uni?o das freguesias de Oliveira do Hospital e S?o Paio de Gramaços;5708;13668700
