ID;share_of_households_with_air_conditioning;homeownership_rate;average_household_age;share_of_population_under_4_years_old;share_of_population_over_64_years_old;unemployment_rate;share_of_superior_edu;percentage_overcrowded_households;building_state_of_conservation_index;main_heating_energy_source_share_of_electricity;main_heating_energy_source_share_of_wood_coal_and_other_solid_fuels;main_heating_energy_source_share_of_petroleum_diesel_and_other_liquid_fuels;main_heating_energy_source_share_of_gas;main_heating_energy_source_share_of_other
110654;0,190807598;0,548284175;1958,221266;0,039952221;0,287618269;0,09518843;0,270989847;7,836666667;4,599108229;0,794040887;0,011816732;0,004567203;0,098811077;0,000724953
110655;0,170094497;0,506061617;1953,806554;0,04043515;0,253390294;0,095784641;0,284983359;9,59;4,602898551;0,799444136;0,011450806;0,003668705;0,087937743;0,00077821
110656;0,107582809;0,415788372;1938,168825;0,041196727;0,251824472;0,12226439;0,224623258;12,11666667;4,232543641;0,735833561;0,007596496;0,003011224;0,068300027;0,000547495
110657;0,206763788;0,488706152;1956,969779;0,037225434;0,254936416;0,091604532;0,315375723;8,885;4,502468459;0,767013528;0,008116545;0,00603538;0,11082206;0,001248699
110658;0,138428648;0,619122481;1945,3965;0,045740561;0,265730881;0,084166442;0,295982575;9,89;4,654929577;0,699893105;0,031266702;0,007749866;0,127739177;0,002137894
110659;0,101506664;0,396675043;1939,55281;0,039195298;0,276491863;0,10734799;0,22920434;11,645;4,271417445;0,752752559;0,006760672;0,004829052;0,096291288;0,000869229
110660;0,138955548;0,408331426;1933,644495;0,047893482;0,238573132;0,103459119;0,266146661;12,44333333;4,462628409;0,716032453;0,013255628;0,00388527;0,11107302;0,000799909
110661;0,068778857;0,320676452;1917,388715;0,037335173;0,240800368;0,126206273;0,224317694;13,235;4,151857076;0,699410922;0,005413151;0,001592103;0,07053017;0,000477631
110662;0,171465874;0,719908246;1965,207795;0,087324614;0,100166468;0,083269016;0,363567182;14,815;4,353768844;0,700660042;0,008123595;0,002973816;0,090955248;0,016827446
110663;0,07409967;0,459511371;1946,180599;0,037115171;0,265241177;0,130930215;0,167876426;13,555;4,374848851;0,744682485;0,007217999;0,004069723;0,05114029;0,000537511
110664;0,077051726;0,448601399;1972,906471;0,06316726;0,14341637;0,176432946;0,138345196;19,365;4,221618357;0,674949229;0,031417991;0,003942181;0,064627882;0,0011946
110665;0,043818727;0,237765778;1924,621393;0,033068164;0,237794416;0,138307692;0,165028857;15,42833333;4,18744313;0,667444185;0,003165611;0,003332223;0,040486504;0,000499833
110666;0,12077119;0,400036483;1934,951833;0,039793849;0,247549848;0,10371491;0,288188577;10,1;4,420050761;0,740087304;0,0092761;0,004547108;0,101309567;0,000545653
110667;0,055147059;0,374865156;1931,900296;0,03755134;0,279809636;0,134048995;0,164352305;14,45333333;4,003558719;0,733738688;0,006928733;0,001979638;0,043552036;0,000565611
010103;0,058091286;0,836338419;1975,1585;0,041863942;0,17069524;0,091039085;0,064041864;8,85;4,656880734;0,09197787;0,822959889;0,04011065;0,024204703;0,004149378
010109;0,043664384;0,855308219;1978,966361;0,043278085;0,209023941;0,106258149;0,071209331;6,08;4,74235474;0,123287671;0,785958904;0,02739726;0,030821918;0,001712329
010112;0,043341214;0,841607565;1972,384124;0,045507927;0,208749266;0,12815534;0,047269524;7,33;4,767965895;0,118991332;0,827423168;0,024428684;0,010244287;0,001576044
010119;0,059069212;0,872238806;1973,508776;0,03916342;0,196227189;0,105562856;0,052901374;9,07;4,589020772;0,087708831;0,837708831;0,028042959;0,016706444;0,001193317
010121;0,060840922;0,75155159;1972,185305;0,041912198;0,184885091;0,105693431;0,100618739;8,9;4,655043295;0,268358845;0,591552025;0,02150746;0,056965704;0,001356326
010122;0,061170213;0,834813499;1979,333947;0,033966968;0,215643503;0,117792932;0,065752571;5,565;4,615212528;0,078900709;0,834219858;0,039893617;0,02570922;0,005319149
010123;0,035532995;0,957555178;1968,032468;0,036002483;0,253258845;0,065918654;0,0477964;6,41;4,637450199;0,045685279;0,922165821;0,015228426;0,003384095;0,001692047
010124;0,059174312;0,867768595;1977,473787;0,039098741;0,181080186;0,090389785;0,072067594;6,85;4,678742907;0,158715596;0,752293578;0,017431193;0,038990826;0,002752294
010125;0,035802469;0,899876391;1971,300826;0,032537961;0,230802603;0,061524334;0,062906725;4,455;4,47983454;0,109876543;0,811111111;0,025925926;0,02962963;0,003703704
010126;0,051734632;0,811090798;1974,708111;0,047948164;0,18012959;0,106271777;0,0587473;10,16666667;4,689470553;0,144856969;0,761412051;0,022519781;0,031649422;0,003043214
010127;0,053511706;0,953020134;1979,898785;0,01980198;0,290841584;0,066666667;0,033415842;4,55;4,75708502;0,050167224;0,879598662;0,046822742;0,006688963;0
010202;0,036773428;0,879041916;1970,585975;0,047459051;0,198656027;0,114496768;0,037379252;10,32;4,649903288;0,126927639;0,78173191;0,036773428;0,013048636;0,004744958
010203;0,035856574;0,837981408;1965,465042;0,034732272;0,230101302;0,106223176;0,046792089;13,81;4,758218452;0,168658699;0,709163347;0,025232404;0,023904382;0,003984064
010204;0,096342092;0,880927835;1974,296442;0,048034158;0,171499733;0,100330761;0,060309553;8,5;4,723083368;0,092735703;0,816589387;0,05615662;0,017001546;0,002575992
010206;0,060200669;0,93812709;1975,992627;0,028604787;0,245183888;0,085365854;0,045534151;7,19;4,782841823;0,033444816;0,926421405;0,030100334;0,003344482;0,001672241
010209;0,091852227;0,785822785;1974,54026;0,056018168;0,156794095;0,107149594;0,102952309;8,96;4,470788429;0,274797571;0,560475709;0,042257085;0,069078947;0,002024291
010210;0,029807692;0,855339806;1964,936502;0,045234807;0,194406077;0,098335855;0,035566298;10,445;4,621380846;0,118269231;0,794230769;0,021153846;0,023076923;0,001923077
010304;0,044642857;0,8125;1980,101802;0,039936102;0,229233227;0,102564103;0,080670927;6,25;4,515370705;0,149553571;0,758928571;0,069196429;0,011160714;0,002232143
010305;0,033156499;0,864541833;1973,172936;0,035697941;0,266361556;0,072727273;0,073226545;5,44;4,607368421;0,050397878;0,897877984;0,025198939;0,00795756;0,00397878
010307;0,046927374;0,862416107;1968,944777;0,036634461;0,238727858;0,103896104;0,072866345;3,46;4,796200345;0,099441341;0,801117318;0,039106145;0,032402235;0,005586592
010309;0,051930759;0,82376502;1974,2868;0,033923304;0,219518191;0,111345646;0,073254671;6,86;4,588198758;0,181091877;0,701065246;0,049267643;0,03195739;0,005326232
010310;0,031007752;0,916851441;1972,768075;0,036868268;0,237779619;0,084572491;0,070008285;4,76;4,50910596;0,111849391;0,76854928;0,079734219;0,013289037;0,005537099
010312;0,029641186;0,877934272;1974,467233;0,029188558;0,238178634;0,093951094;0,036777583;5,77;4,437965261;0,079563183;0,814352574;0,046801872;0,014040562;0,004680187
010313;0,039196941;0,897607656;1970,529055;0,02568741;0,310057887;0,096468562;0,053183792;4,02;4,667763158;0,07456979;0,833652008;0,067877629;0,007648184;0
010316;0,035608309;0,899900892;1970,998178;0,022803738;0,257943925;0,108108108;0,044485981;5,01;4,568524096;0,115727003;0,800197824;0,044510386;0,013847676;0,002967359
010317;0,043572045;0,754855416;1974,034007;0,044068867;0,195861633;0,096543133;0,123519191;7,49;4,410536308;0,302847282;0,539257981;0,049180328;0,056945643;0,001294219
010318;0,067039106;0,834532374;1972,866914;0,037990196;0,236213235;0,09375;0,107230392;6,21;4,782285328;0,211492418;0,624102155;0,072625698;0,03990423;0,004788508
010402;0,021978022;0,76940133;1977,032855;0,026982829;0,294358136;0,081730769;0,046606705;14,07;4,424058323;0,116483516;0,775824176;0,043956044;0,010989011;0
010407;0,062645012;0,877030162;1975,686306;0,035115722;0,188347965;0,063545151;0,056664006;10,9;4,533551555;0,027842227;0,930394432;0,027842227;0,002320186;0
010409;0,070521862;0,786421499;1975,972696;0,04860486;0,152565257;0,073684211;0,03690369;13,26;4,545243619;0,070521862;0,856135402;0,045133992;0,001410437;0,002820874
010411;0,065789474;0,8;1981,887046;0,055970149;0,179850746;0,084828711;0,02761194;15,13;4,713153724;0,046052632;0,885964912;0,028508772;0,013157895;0
010413;0,051428571;0,828571429;1991,180723;0,049953747;0,16373728;0,075;0,038852914;10,29;4,266990291;0,042857143;0,908571429;0,031428571;0,002857143;0,002857143
010414;0,038560411;0,827319588;1958,702037;0,050119332;0,180588703;0,078277886;0,034208433;14,14;4,407407407;0,035989717;0,907455013;0,028277635;0,002570694;0,005141388
010415;0,04389313;0,868320611;1975,574024;0,047529706;0,166353971;0,075498575;0,055034396;10,5;4,669365722;0,059160305;0,84351145;0,064885496;0,009541985;0
010416;0,053571429;0,807212205;1978,184962;0,045272969;0,14957834;0,086337761;0,055037727;11,26;4,621923937;0,074175824;0,870879121;0,039835165;0,006868132;0,001373626
010417;0,117647059;0,892156863;1968,533898;0,056856187;0,204013378;0,071428571;0,02006689;15,2;4,136029412;0,083333333;0,857843137;0,014705882;0;0
010418;0,062189055;0,865671642;1970,803059;0,053043478;0,166956522;0,089430894;0,027826087;10,7;4,435946463;0,037313433;0,893034826;0,049751244;0,002487562;0,004975124
010419;0,031073446;0,870056497;1970,082329;0,042759961;0,210884354;0,063829787;0,058309038;11,3;4,841365462;0,059322034;0,895480226;0,031073446;0;0,002824859
010420;0,114754098;0,840659341;1985,081818;0,048148148;0,140740741;0,070895522;0,066666667;9,29;4,481818182;0,103825137;0,797814208;0,081967213;0,005464481;0
010421;0,058263971;0,737343657;1981,13812;0,050598687;0,166859791;0,083645443;0,084974894;11,32;4,751442056;0,180737218;0,671819263;0,072532699;0,03626635;0,002972652
010422;0,010416667;0,8125;1983,523121;0,03030303;0,354978355;0,042253521;0,008658009;14,55;4,695906433;0,0625;0,90625;0,03125;0;0
010423;0,031830239;0,875;1975,069091;0,037193576;0,178360101;0,135802469;0,021132713;15,6;4,664845173;0,050397878;0,899204244;0,026525199;0,00265252;0
010424;0;0,93902439;1944,243671;0,027027027;0,346846847;0,054054054;0,027027027;22,2;4,380645161;0,012195122;0,963414634;0;0;0
010501;0,03577192;0,701641108;1973,904525;0,045429726;0,170252266;0,094390395;0,183138583;7,64;4,622445445;0,437600861;0,311188811;0,033620226;0,130715438;0,001613771
010502;0,030939649;0,828482732;1976,244169;0,048001088;0,162904542;0,117449664;0,075605113;8,9;4,672041041;0,302139037;0,520244461;0,036669213;0,052330023;0,001527884
010505;0,022035881;0,734570313;1976,451197;0,050480232;0,129848857;0,112676056;0,152483062;9,5;4,681621287;0,49200468;0,272620905;0,025351014;0,123049922;0,002535101
010508;0,03030303;0,795589988;1972,248064;0,047539963;0,204899315;0,100884956;0,081378451;8,62;4,327340032;0,235294118;0,577540107;0,074272133;0,04456328;0,004753417
010510;0,037674919;0,803022126;1980,890885;0,05625;0,151209677;0,090874669;0,210483871;6,24;4,885026738;0,355758881;0,320236814;0,053821313;0,223896663;0,002152853
010511;0,010416667;0,666666667;1981,505769;0,035246727;0,175226586;0,152224824;0,026183283;13,8;4,880539499;0,283854167;0,359375;0,065104167;0,044270833;0
010513;0,034110098;0,762114537;1981,184391;0,045095132;0,16641957;0,11035181;0,122559921;8,75;4,823242584;0,389057751;0,356636272;0,050996285;0,106382979;0,00270179
010515;0,031560744;0,824523397;1975,465248;0,044433903;0,16144845;0,100372902;0,080961417;6,275;4,635148042;0,291828794;0,558149589;0,04150454;0,053177691;0,001297017
010516;0,025450031;0,837585563;1972,920744;0,046669588;0,180543383;0,104062072;0,048422436;7,656666667;4,581443299;0,158907511;0,73308504;0,049658597;0,016759777;0,001862197
010517;0,038493824;0,579598702;1966,219599;0,042066539;0,195244189;0,111726117;0,277991043;8,68;4,672716453;0,638086101;0,090658352;0,007554863;0,165727305;0,001079266
010602;0,115537849;0,677290837;1965,252026;0,042390549;0,17790132;0,176785714;0,032661571;15,54;4,490909091;0,24501992;0,525896414;0,023904382;0,067729084;0
010606;0,074162679;0,791866029;1967,18197;0,040769231;0,153076923;0,188277087;0,031538462;16,51;4,31559633;0,071770335;0,880382775;0,0215311;0,014354067;0
010607;0,098280098;0,745992602;1969,928717;0,047281324;0,149724192;0,136697248;0,027974783;13,76;4,477993859;0,184275184;0,684275184;0,025798526;0,018427518;0
010608;0,129720854;0,756978654;1973,183908;0,056447437;0,114966339;0,186046512;0,034697048;15,6;4,516556291;0,200328407;0,614121511;0,032840722;0,037766831;0
010610;0,061797753;0,780137414;1974,445429;0,037068598;0,165743502;0,200678623;0,024925437;12,94;4,592080153;0,131710362;0,764669164;0,036204744;0,017478152;0
010611;0,1475;0,732790989;1974,782178;0,047816187;0,156282343;0,149420161;0,050714138;14,055;4,543233083;0,251875;0,5425;0,05;0,05;0,000625
010702;0,025270758;0,573182475;1965,723204;0,031529699;0,257729862;0,161073826;0,166802278;7,94;4,673675698;0,631768953;0,06811071;0,005054152;0,16967509;0,001203369
010704;0,012355848;0,619950536;1971,218556;0,034139403;0,178947368;0,198564593;0,052631579;15,16;4,735909823;0,410214168;0,289126853;0,018945634;0,070840198;0,001647446
010705;0,015047291;0,546236559;1965,233815;0,03356811;0,190469054;0,208152355;0,048104301;16,25;4,545593479;0,495270851;0,140584695;0,008598452;0,095872743;0
010706;0,025005898;0,646142958;1975,233237;0,036970933;0,18018018;0,184623813;0,098334183;14,775;4,511689167;0,494692144;0,207832036;0,00802076;0,106628922;0,001179523
010801;0,048520136;0,823788546;1971,653034;0,040878979;0,190176119;0,089225589;0,069962837;10,09;4,528828829;0,238233867;0,609898108;0,04657933;0,034449296;0,004366812
010805;0,031966644;0,837630662;1975,850895;0,049568966;0,20282567;0,15106383;0,044061303;12,93;4,552995392;0,284920083;0,500347464;0,066712995;0,041000695;0,003474635
010806;0,033503277;0,800875274;1972,484551;0,035910878;0,261861075;0,100499376;0,055045872;7,87;4,535962877;0,212672979;0,602330663;0,065549891;0,03787327;0,002913328
010808;0,038097887;0,784401114;1972,077996;0,045884344;0,174479944;0,132224532;0,081516871;10,605;4,66675705;0,344827586;0,441879867;0,043103448;0,073414905;0,001112347
010809;0,03722334;0,875251509;1962,712278;0,036101083;0,22599278;0,101449275;0,0566787;6,145;4,689680772;0,20221328;0,679074447;0,039235412;0,018108652;0,004024145
010901;0,055479452;0,744002742;1973,601349;0,044536817;0,16128266;0,186416185;0,063539192;13,53;4,581804842;0,351027397;0,398972603;0,02260274;0,118493151;0,001712329
010902;0,086330935;0,703766399;1970,609419;0,040604488;0,194321478;0,092843924;0,075560983;9,78;4,463834673;0,397376217;0,381294964;0,024121879;0,087177317;0,003808718
010904;0,082536924;0,786086957;1977,151559;0,038380175;0,155636144;0,120797721;0,08068903;9,56;4,667320903;0,286707211;0,54995656;0,029539531;0,06342311;0,003475239
010907;0,073188147;0,724901751;1974,128778;0,038042798;0,168564635;0,165831795;0,059191591;12,07;4,639568644;0,342020707;0,424134238;0,033559443;0,097822206;0,003927169
010908;0,070598007;0,808139535;1979,058004;0,058875478;0,131586694;0,097777778;0,097438917;8,64;4,704977376;0,253322259;0,560631229;0,033222591;0,07807309;0
010913;0,088550114;0,710347065;1974,490581;0,036938397;0,157711904;0,193702943;0,052107457;13,72;4,572878603;0,384365877;0,373013299;0,018488485;0,098280895;0
010914;0,129513344;0,716535433;1976,147601;0,037457135;0,140859931;0,085235921;0,053547877;12,95;4,508870215;0,251962323;0,602825746;0,022762951;0,056514914;0,002354788
010916;0,070913462;0,807692308;1976,012314;0,05208625;0,122234668;0,144516129;0,072948754;12,58;4,686996548;0,388221154;0,393830128;0,014823718;0,108974359;0,001602564
010917;0,068;0,785892946;1980,874243;0,053195164;0,132815199;0,184201566;0,070120898;13,2;4,683250415;0,368;0,3955;0,0155;0,1005;0,0015
010918;0,03596615;0,720028209;1972,892889;0,038584419;0,166379946;0,156280428;0,065863849;11,71;4,673542601;0,406205924;0,322990127;0,013399154;0,099435825;0,001410437
010919;0,051511758;0,752519597;1975,918834;0,040065749;0,179165811;0,146281999;0,101294432;10,69;4,530628481;0,438969765;0,307950728;0,01343785;0,134378499;0,00055991
010921;0,035568513;0,809690601;1980,108011;0,039545731;0,148042993;0,160714286;0,0588116;12,19;4,588196286;0,320116618;0,475218659;0,013994169;0,062973761;0,002332362
010922;0,085188771;0,782187803;1976,073564;0,034733708;0,169368177;0,094035088;0,038703275;12,88;4,624802528;0,109390126;0,787028074;0,035818006;0,016456922;0,001936108
010924;0,134210526;0,794736842;1982,667189;0,055833333;0,138888889;0,169459963;0,066666667;15,09;4,694928685;0,307894737;0,44122807;0,029824561;0,08245614;0,002631579
010925;0,056519306;0,729971989;1970,420377;0,037058939;0,154149418;0,180948738;0,070766805;12,37;4,626192541;0,480134303;0,346390599;0,008393956;0,066032457;0,002238388
010926;0,080544218;0,812193794;1980,033227;0,055959921;0,116551659;0,164543524;0,084223462;10,15;4,729013725;0,290612245;0,517278912;0,022585034;0,093333333;0,001360544
010932;0,146686523;0,806403574;1982,194077;0,038234539;0,165511932;0,143289606;0,054144213;14,08;4,76692254;0,237527923;0,610573343;0,032762472;0,052122115;0
010933;0,129496403;0,82874139;1979,345969;0,049603384;0,139502909;0,145771258;0,043680592;12,31666667;4,650127226;0,170472318;0,706599937;0,040350328;0,030340945;0,000625586
010934;0,133215962;0,789195537;1978,190518;0,047565923;0,14127789;0,147736977;0,053448276;11,7075;4,719365567;0,17165493;0,644953052;0,052230047;0,064847418;0,002347418
010935;0,077134986;0,765381084;1978,989012;0,054083764;0,129438276;0,131227851;0,152742662;10,2075;4,675436705;0,3728191;0,374502602;0,018518519;0,149372513;0,002142639
010936;0,078070175;0,805970149;1971,057934;0,036531037;0,167359667;0,12637028;0,053163053;12,225;4,662939297;0,254824561;0,620175439;0,018859649;0,028947368;0,003070175
011005;0,029843197;0,795021186;1982,064638;0,058373741;0,141924655;0,131281652;0,083737411;9,05;4,716513395;0,294891249;0,403136065;0,041476985;0,113302984;0,002529084
011006;0,022739578;0,751484457;1978,901398;0,047506562;0,146784777;0,120159015;0,115682415;10,41;4,656494523;0,375563978;0,388197076;0,036996932;0,106298502;0,002346147
011007;0,017006803;0,876739563;1981,341657;0,058322412;0,177588467;0,135446686;0,045216252;10,54;4,879210221;0,232993197;0,542517007;0,081632653;0,032312925;0,003401361
011008;0,028847678;0,787941788;1971,953768;0,044323012;0,190346084;0,116647792;0,127868852;7,91;4,631256865;0,429545094;0,367411634;0,030115708;0,099223332;0,002219052
011102;0,07115629;0,904580153;1976,878138;0,044609665;0,210037175;0,089060987;0,079925651;4,83;4,697993664;0,188055909;0,692503177;0,057179161;0,013977128;0,00635324
011103;0,045605307;0,88879668;1975,327922;0,036443607;0,230285894;0,071864407;0,06094879;3,57;4,866275277;0,124378109;0,762852405;0,061359867;0,020729685;0,00331675
011104;0,040444894;0,828947368;1978,129771;0,035094485;0,223679136;0,112118714;0,080987273;5,56;4,643707483;0,233569262;0,662285137;0,027300303;0,032355915;0,003033367
011106;0,057577763;0,833997344;1973,468382;0,049780381;0,197901415;0,085;0,113958028;5,16;4,752333541;0,289874255;0,542686962;0,041694242;0,064195897;0,001323627
011107;0,051020408;0,934210526;1973,630048;0,03496144;0,241131105;0,067627494;0,055526992;5,25;4,792114695;0,10787172;0,813411079;0,032069971;0,011661808;0,001457726
011109;0,06556701;0,812628972;1975,605035;0,048784265;0,198389345;0,084798995;0,121108874;5,18;4,712728858;0,290721649;0,516701031;0,036701031;0,110103093;0,001649485
011201;0,01750547;0,901315789;1960,857305;0,036912752;0,23191648;0,098662207;0,042505593;10,39;4,701515152;0,273522976;0,475929978;0,094091904;0,035010941;0
011202;0,013435701;0,86756238;1972,156288;0,053461275;0,210418095;0,131537242;0,074023304;7,87;4,783618582;0,328214971;0,351247601;0,142034549;0,082533589;0,003838772
011203;0,007757405;0,876586742;1963,683351;0,043525277;0,296836983;0,101492537;0,041092187;8,18;4,765717356;0,384344147;0,253173484;0,12764457;0,067700987;0,000705219
011204;0,024870466;0,710221286;1982,661677;0,061202186;0,13151184;0,153846154;0,085974499;14,61;4,95971693;0,281865285;0,369948187;0,068393782;0,07357513;0,001036269
011301;0,129746835;0,791765637;1974,061448;0,039777713;0,177244808;0,072612922;0,056156771;10,13;4,696389094;0,105221519;0,805379747;0,041139241;0,024525316;0
011302;0,165638767;0,752422907;1976,755733;0,044535692;0,156980417;0,088849135;0,054643083;8,9;4,642566191;0,23876652;0,626431718;0,033480176;0,046696035;0,000881057
011303;0,107879925;0,781954887;1977,117257;0,047295109;0,162293489;0,0800269;0,043407839;11,44;4,703472841;0,135084428;0,760787992;0,034709193;0,015947467;0,004690432
011304;0,096692112;0,849024597;1973,174201;0,044180119;0,202209006;0,096511628;0,049561031;9,08;4,53797964;0,111959288;0,807463953;0,034775233;0,017811705;0,001696353
011305;0,091172214;0,694202899;1972,887879;0,036363636;0,172467532;0,100758397;0,055064935;9,12;4,288580247;0,299565847;0,539797395;0,020260492;0,020260492;0
011310;0,130829016;0,821243523;1966,349724;0,034873188;0,196557971;0,08086785;0,036684783;11,14;4,395243488;0,093264249;0,848445596;0,033678756;0,00388601;0,002590674
011315;0,080123267;0,833590139;1976,101342;0,040806045;0,198992443;0,087044534;0,04231738;8,32;4,610512129;0,12788906;0,779661017;0,027734977;0,021571649;0,003081664
011318;0,162383816;0,754510662;1972,880202;0,034812548;0,171193573;0,082054941;0,047819434;9,24;4,730351438;0,256971022;0,636960087;0,020776381;0,033898305;0
011319;0,088526344;0,703535083;1973,632238;0,036898645;0,182718356;0,097925621;0,046520318;9,92;4,678691275;0,303022198;0,511901578;0,018186681;0,063385932;0,001872158
011320;0,170872766;0,788117771;1972,681148;0,03580705;0,16567718;0,082578776;0,05974026;8,83;4,484283431;0,20084122;0,695057834;0,033648791;0,027865405;0,002628812
011321;0,145557656;0,705349905;1971,921256;0,040799615;0,169412331;0,086751976;0,08583815;9,46;4,582650782;0,368079935;0,47515528;0,0205239;0,071698623;0,001350257
011322;0,142857143;0,823197745;1975,893031;0,039128625;0,180657694;0,096209075;0,037879839;9,48;4,700947701;0,104627767;0,840241449;0,021327968;0,014486922;0,002816901
011403;0,043713873;0,858644436;1978,226624;0,055167055;0,179357679;0,097883598;0,091168091;8,78;4,717015141;0,177023121;0,706286127;0,031069364;0,049855491;0,00433526
011404;0,064003436;0,816573155;1977,724323;0,05072;0,17376;0,103522868;0,09648;7,82;4,581656528;0,240979381;0,629725086;0,030068729;0,045532646;0,003865979
011405;0,039361702;0,848614072;1978,58365;0,061667301;0,21850019;0,11361805;0,062809288;7,77;4,597328244;0,182978723;0,682978723;0,04787234;0,034042553;0,00212766
011407;0,03548525;0,863500214;1973,598654;0,043552652;0,263026909;0,102309059;0,068439882;7,713333333;4,629209737;0,152201796;0,749893117;0,045318512;0,017101325;0,002565199
011502;0,014264264;0,72754717;1974,151766;0,042220485;0,181652333;0,150492994;0,098514464;12,91;4,630168453;0,398648649;0,363363363;0,027027027;0,099099099;0,002252252
011503;0,025977179;0,751581509;1977,886748;0,049004193;0,134783368;0,1670282;0,110324948;11,97;4,553242118;0,422189852;0,340616655;0,011896091;0,110220927;0,002427774
011504;0,022241232;0,758147513;1974,628176;0,036069298;0,161317807;0,163206459;0,047997728;15,4;4,789634146;0,312232678;0,505560308;0,040205304;0,039349872;0
011507;0,038036267;0,852081488;1967,009073;0,048337484;0,158341878;0,147232038;0,051267028;11,94;4,673061864;0,252543123;0,62804069;0,03449801;0,023440955;0,002653693
011509;0,026320773;0,737781152;1972,485631;0,0432723;0,165261213;0,13973384;0,095447673;12,3825;4,677268748;0,40948684;0,375875781;0,021208105;0,099981064;0,001420186
011601;0,088052612;0,669590643;1970,3407;0,04237093;0,164647907;0,110116383;0,099019021;9,22;4,461631786;0,541955913;0,220679576;0,008525149;0,117403483;0,001583242
011702;0,034482759;0,945402299;1970,70018;0,014606742;0,321348315;0,126506024;0,037078652;4,31;4,545454545;0,025862069;0,942528736;0,017241379;0;0
011704;0,120300752;0,887218045;1976,608216;0,034557235;0,225701944;0,103571429;0,073974082;6,32;4,697626419;0,084210526;0,822556391;0,064661654;0,004511278;0,003007519
011705;0,056971514;0,920300752;1977,294801;0,023622047;0,246344207;0,099868594;0,051181102;6,9;4,781979978;0,029985007;0,91904048;0,031484258;0,004497751;0,004497751
011706;0,115928369;0,791509434;1975,43832;0,042851999;0,19985596;0,08431085;0,089665106;6,22;4,586206897;0,194156456;0,687087653;0,065032988;0,029217719;0
011708;0,033653846;0,925480769;1960,710072;0,029486099;0,235046335;0,127468582;0,046335299;7,45;4,654761905;0,033653846;0,908653846;0,033653846;0,002403846;0,002403846
011710;0,069469835;0,908424908;1975,46778;0,041827542;0,216859717;0,106648199;0,057915058;7,525;4,565270936;0,060329068;0,87202925;0,040219378;0,005484461;0,001828154
011711;0,107344633;0,893785311;1965,582222;0,038826575;0,242881795;0,087562189;0,050474547;5,935;4,734724292;0,054237288;0,849717514;0,08700565;0,003389831;0,001129944
011801;0,041666667;0,854166667;1976,457399;0,047169811;0,18917577;0,064182195;0,080933466;8,75;4,522083805;0,155555556;0,6875;0,081944444;0,016666667;0,002777778
011804;0,023084995;0,819517314;1986,081208;0,05752381;0,160761905;0,139967638;0,093714286;12,17;4,637800687;0,208814271;0,534102833;0,065057712;0,093389297;0,003147954
011805;0,018808777;0,920062696;1975,414634;0,03767313;0,280886427;0,100253807;0,047091413;7,99;4,677300613;0,10031348;0,802507837;0,067398119;0,010971787;0
011807;0,008226691;0,873488372;1975,216606;0,04398827;0,200391007;0,105720492;0,044639948;10,24;4,796242775;0,127056673;0,742230347;0,054844607;0,016453382;0,001828154
011810;0,022727273;0,934566145;1978,813651;0,051155927;0,202164289;0,115221987;0,033448106;8,66;4,585635359;0,112215909;0,754261364;0,076704545;0,002840909;0,002840909
011812;0,016883117;0,912987013;1977,769959;0,036951501;0,236489607;0,086258776;0,051732102;5,495;4,626964433;0,083116883;0,783116883;0,084415584;0,005194805;0,001298701
011813;0,048192771;0,951807229;1983,507426;0,043509529;0,174038116;0,073667712;0,044228695;7,4;4,505852843;0,064622125;0,757940854;0,083242059;0,009857612;0,006571742
011814;0,032355479;0,840172786;1976,698225;0,049693348;0,180846045;0,094117647;0,097656864;6,92;4,694278395;0,257118205;0,57161346;0,06686799;0,049611734;0,003451251
011901;0,02300885;0,97699115;1976,165113;0,019876628;0,306374229;0,081775701;0,037697053;9,38;4,362652233;0,02300885;0,946902655;0,021238938;0,001769912;0
011902;0,189596683;0,78805175;1976,699853;0,045397577;0,186742793;0,087941176;0,06907116;7,65;4,750278293;0,198643046;0,65397663;0,068224651;0,044101018;0,001130795
011903;0,091666667;0,93125;1976,001277;0,017517136;0,269611577;0,061538462;0,047981721;7,71;4,657726692;0,039583333;0,925;0,022916667;0,004166667;0
011905;0,038147139;0,931880109;1971,914855;0,021555764;0,293345829;0,082294264;0,031865042;10,9;4,433823529;0,016348774;0,931880109;0,035422343;0,005449591;0
011906;0,17211704;0,775416427;1973,225118;0,035601432;0,219928376;0,091157703;0,081946493;7,69;4,497827137;0,162363741;0,733218589;0,049340218;0,027538726;0,00172117
011907;0,166666667;0,926100629;1977,954861;0,025114155;0,229452055;0,065891473;0,044520548;5,5;4,853317811;0,066037736;0,878930818;0,040880503;0,004716981;0,003144654
011910;0,193918245;0,724053123;1970,579413;0,04059869;0,173620206;0,07284041;0,089616464;7,26;4,602138436;0,258225324;0,592721834;0,036889332;0,075274177;0,000498504
020102;0,144578313;0,896385542;1960,822122;0,024875622;0,356218905;0,147208122;0,03880597;6,99;4,734375;0,438554217;0,491566265;0;0,004819277;0,002409639
020103;0,123989218;0,871584699;1943,12481;0,019058296;0,325112108;0,168539326;0,028026906;10,78;4,370550162;0,35309973;0,547169811;0;0,016172507;0
020104;0,213464696;0,853858785;1968,229614;0,033063428;0,300944669;0,186356073;0,039811066;8,05;4,831001076;0,290640394;0,586206897;0,003284072;0,02955665;0,001642036
